Contig,Feature,Feature Start in Contig,Feature End in Contig,Feature Direction in Contig,Domain Accession,Domain Start in Feature,Domain End in Feature,E-value,Bit Score,Domain Coverage,Domain Description
NC_004347,IOPOJEFP_03561,3850432,3851817,+,TIGR00254,300,456,5.2E-36,121.8,0.9702380952380952,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_03565,3855333,3856601,+,TIGR00804,4,418,5.4E-137,455.0,1.0,"nupC: nucleoside transporter, NupC family"
NC_004347,IOPOJEFP_03574,3864676,3865428,+,TIGR03501,226,246,4.6E-4,18.8,0.9545454545454546,GlyGly_CTERM: GlyGly-CTERM domain
NC_004347,IOPOJEFP_03577,3867197,3868036,+,TIGR03899,28,278,2.4E-105,349.6,1.0,TIGR03899: TIGR03899 family protein
NC_004347,IOPOJEFP_03578,3868058,3868675,-,TIGR00455,6,190,1.7E-76,254.0,1.0,apsK: adenylyl-sulfate kinase
NC_004347,IOPOJEFP_03579,3869210,3870667,-,TIGR02034,33,443,1.8E-193,641.1,1.0,"CysN: sulfate adenylyltransferase, large subunit"
NC_004347,IOPOJEFP_03580,3870825,3871733,-,TIGR02039,9,302,1.4E-159,528.4,1.0,"CysD: sulfate adenylyltransferase, small subunit"
NC_004347,IOPOJEFP_03581,3871814,3872716,-,TIGR01469,37,272,1.1E-93,311.3,0.9957983193277311,cobA_cysG_Cterm: uroporphyrinogen-III C-methyltransferase
NC_004347,IOPOJEFP_03587,3878729,3879505,-,TIGR02070,31,247,1.1E-84,281.3,0.9866071428571429,mono_pep_trsgly: monofunctional biosynthetic peptidoglycan transglycosylase
NC_004347,IOPOJEFP_03588,3880181,3880978,-,TIGR02057,41,262,3.6E-84,280.1,1.0,PAPS_reductase: phosphoadenosine phosphosulfate reductase
NC_004347,IOPOJEFP_03589,3880971,3882668,-,TIGR02041,10,553,8.7E-266,880.5,1.0,"CysI: sulfite reductase (NADPH) hemoprotein, beta-component"
NC_004347,IOPOJEFP_03590,3882744,3884567,-,TIGR01931,10,607,2.3E-282,936.0,0.9966499162479062,"cysJ: sulfite reductase [NADPH] flavoprotein, alpha-component"
NC_004347,IOPOJEFP_03591,3884984,3886510,+,TIGR00561,2,507,3.1E-265,878.6,0.9980430528375733,"pntA: NAD(P)(+) transhydrogenase (AB-specific), alpha subunit"
NC_004347,IOPOJEFP_03596,3890028,3891458,-,TIGR02198,6,312,2.6E-130,432.1,0.9904761904761905,"rfaE_dom_I: bifunctional protein RfaE, domain I"
NC_004347,IOPOJEFP_03597,3891561,3892487,+,TIGR02207,6,307,1.1E-139,463.0,0.9966996699669967,lipid_A_htrB: lipid A biosynthesis lauroyl (or palmitoleoyl) acyltransferase
NC_004347,IOPOJEFP_03609,3906324,3907298,-,TIGR00254,165,317,6.8E-40,134.5,0.9166666666666666,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_03620,3919296,3919976,+,TIGR00153,4,225,5.5E-62,207.3,0.9815668202764977,TIGR00153: TIGR00153 family protein
NC_004347,IOPOJEFP_03622,3921458,3922036,+,TIGR04211,25,191,1.3E-38,130.5,1.0,SH3_and_anchor: SH3 domain protein
NC_004347,IOPOJEFP_03623,3922309,3925488,+,TIGR01238,528,1034,1.1E-218,724.7,0.994,D1pyr5carbox3: delta-1-pyrroline-5-carboxylate dehydrogenase
NC_004347,IOPOJEFP_03626,3928477,3928656,+,TIGR01764,5,52,6.5E-9,34.0,0.9795918367346939,"excise: DNA binding domain, excisionase family"
NC_004347,IOPOJEFP_03627,3928723,3929307,-,TIGR00318,21,188,6.7E-19,66.3,0.9770114942528736,cyaB: putative adenylyl cyclase CyaB
NC_004347,IOPOJEFP_03628,3929335,3931086,-,TIGR02868,8,542,1.9E-129,430.7,0.9924528301886792,"CydC: thiol reductant ABC exporter, CydC subunit"
NC_004347,IOPOJEFP_03629,3931083,3933023,-,TIGR02857,24,582,2.0E-177,589.3,0.9924385633270322,"CydD: thiol reductant ABC exporter, CydD subunit"
NC_004347,IOPOJEFP_03630,3933415,3933933,+,TIGR02532,6,28,1.2E-7,29.3,0.9583333333333334,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_03635,3940301,3941671,+,TIGR01979,58,455,5.7E-160,530.5,0.9950372208436724,"sufS: cysteine desulfurase, SufS family"
NC_004347,IOPOJEFP_03644,3950879,3951556,+,TIGR00005,12,217,6.0E-61,204.3,0.7248322147651006,"rluA_subfam: pseudouridine synthase, RluA family"
NC_004347,IOPOJEFP_03646,3952321,3955968,+,TIGR03501,1193,1213,1.4E-4,20.4,0.9545454545454546,GlyGly_CTERM: GlyGly-CTERM domain
NC_004347,IOPOJEFP_03650,3958022,3958552,-,TIGR01203,7,172,1.6E-69,230.9,0.9940119760479041,HGPRTase: hypoxanthine phosphoribosyltransferase
NC_004347,IOPOJEFP_03651,3958560,3959219,-,TIGR00421,11,207,2.7E-54,181.6,0.988950276243094,ubiX_pad: polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylases
NC_004347,IOPOJEFP_03652,3959221,3960618,-,TIGR01081,2,454,1.9E-221,733.8,0.9977678571428571,mpl: UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
NC_004347,IOPOJEFP_03662,3968055,3969038,+,TIGR00745,17,321,2.3E-67,225.4,0.9868852459016394,apbA_panE: 2-dehydropantoate 2-reductase
NC_004347,IOPOJEFP_03673,3977384,3978232,-,TIGR01362,18,273,1.0E-119,396.4,0.9922480620155039,KDO8P_synth: 3-deoxy-8-phosphooctulonate synthase
NC_004347,IOPOJEFP_03678,3981547,3982407,-,TIGR03534,28,276,5.6E-88,292.6,0.9960474308300395,"RF_mod_PrmC: protein-(glutamine-N5) methyltransferase, release factor-specific"
NC_004347,IOPOJEFP_03679,3982410,3983501,-,TIGR00019,1,359,6.6E-167,552.9,0.9916897506925207,prfA: peptide chain release factor 1
NC_004347,IOPOJEFP_03680,3983516,3984766,-,TIGR01035,4,413,1.5E-140,466.8,0.9951923076923077,hemA: glutamyl-tRNA reductase
NC_004347,IOPOJEFP_03681,3985081,3985665,+,TIGR00548,26,181,7.2E-23,79.1,0.7772277227722773,lolB: outer membrane lipoprotein LolB
NC_004347,IOPOJEFP_03682,3985667,3986521,+,TIGR00154,7,277,3.3E-89,297.3,0.9727891156462585,ispE: 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
NC_004347,IOPOJEFP_03683,3986634,3987581,+,TIGR01251,5,314,1.5E-125,416.1,0.9967637540453075,ribP_PPkin: ribose-phosphate diphosphokinase
NC_004347,IOPOJEFP_03685,3989923,3990456,+,TIGR02937,28,177,5.6E-26,89.1,0.9939393939393939,"sigma70-ECF: RNA polymerase sigma factor, sigma-70 family"
NC_004347,IOPOJEFP_03688,3992075,3992764,-,TIGR00093,65,222,2.6E-46,155.3,0.9937888198757764,TIGR00093: pseudouridine synthase
NC_004347,IOPOJEFP_03702,4005001,4006896,+,TIGR00254,458,627,1.0E-41,140.4,0.9940476190476191,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_03704,4007857,4009038,+,TIGR00276,24,366,9.9E-149,492.8,1.0,TIGR00276: epoxyqueuosine reductase
NC_004347,IOPOJEFP_03705,4009058,4009837,-,TIGR00637,17,107,8.5E-30,100.7,0.91,ModE_repress: ModE molybdate transport repressor domain
NC_004347,IOPOJEFP_03706,4010040,4010825,+,TIGR01256,38,257,2.3E-73,244.7,1.0,"modA: molybdate ABC transporter, periplasmic molybdate-binding protein"
NC_004347,IOPOJEFP_03707,4010825,4011562,+,TIGR02141,26,235,2.2E-74,247.6,0.9951923076923077,"modB_ABC: molybdate ABC transporter, permease protein"
NC_004347,IOPOJEFP_03708,4011556,4012641,+,TIGR02142,2,352,5.5E-131,435.0,0.9971671388101983,"modC_ABC: molybdate ABC transporter, ATP-binding protein"
NC_004347,IOPOJEFP_03734,4035596,4037185,-,TIGR02481,400,523,1.4E-38,129.8,1.0,hemeryth_dom: hemerythrin-like metal-binding domain
NC_004347,IOPOJEFP_03740,4043373,4045649,-,TIGR01062,12,746,0.0,1178.3,0.998639455782313,"parC_Gneg: DNA topoisomerase IV, A subunit"
NC_004347,IOPOJEFP_03742,4046871,4048757,-,TIGR01055,3,625,0.0,1066.6,0.9968,"parE_Gneg: DNA topoisomerase IV, B subunit"
NC_004347,IOPOJEFP_03746,4050722,4051324,-,TIGR00052,9,194,3.1E-60,200.9,1.0,"TIGR00052: nudix-type nucleoside diphosphatase, YffH/AdpP family"
NC_004347,IOPOJEFP_03747,4051566,4052873,+,TIGR01844,22,431,9.1E-107,355.5,0.9927536231884058,"type_I_sec_TolC: type I secretion outer membrane protein, TolC family"
NC_004347,IOPOJEFP_03748,4052956,4053651,-,TIGR04219,2,231,4.5E-64,213.8,0.9444444444444444,OMP_w_GlyGly: outer membrane protein
NC_004347,IOPOJEFP_03755,4056915,4057922,-,TIGR00742,15,328,1.8E-158,524.9,0.9905660377358491,yjbN: tRNA dihydrouridine synthase A
NC_004347,IOPOJEFP_03757,4058903,4061095,-,TIGR01783,74,730,5.5E-88,294.1,0.9984591679506933,TonB-siderophor: TonB-dependent siderophore receptor
NC_004347,IOPOJEFP_03759,4062295,4063371,-,TIGR00492,7,355,1.0E-123,410.8,0.978319783197832,alr: alanine racemase
NC_004347,IOPOJEFP_03760,4063448,4064854,-,TIGR00665,23,461,1.2E-177,589.1,0.9977011494252873,DnaB: replicative DNA helicase
NC_004347,IOPOJEFP_03762,4067816,4069048,+,TIGR02512,15,399,6.2E-151,500.5,0.9946666666666667,"FeFe_hydrog_A: [FeFe] hydrogenase, group A"
NC_004347,IOPOJEFP_03765,4070148,4071587,+,TIGR03955,18,477,5.8E-165,547.2,0.9787234042553191,rSAM_HydG: [FeFe] hydrogenase H-cluster radical SAM maturase HydG
NC_004347,IOPOJEFP_03767,4072226,4073305,+,TIGR03956,28,349,1.8E-92,308.2,0.9529411764705882,rSAM_HydE: [FeFe] hydrogenase H-cluster radical SAM maturase HydE
NC_004347,IOPOJEFP_03768,4073289,4074530,+,TIGR03918,16,404,3.7E-163,540.9,0.9974489795918368,GTP_HydF: [FeFe] hydrogenase H-cluster maturation GTPase HydF
NC_004347,IOPOJEFP_03769,4074690,4075142,-,TIGR00158,1,149,3.6E-52,174.7,1.0,L9: ribosomal protein bL9
NC_004347,IOPOJEFP_03770,4075179,4075406,-,TIGR00165,4,72,7.2E-37,123.4,0.9857142857142858,S18: ribosomal protein bS18
NC_004347,IOPOJEFP_03771,4075418,4075723,-,TIGR04418,4,99,2.3E-28,96.1,0.9895833333333334,PriB_gamma: primosomal replication protein PriB
NC_004347,IOPOJEFP_03772,4075732,4076127,-,TIGR00166,1,93,1.2E-36,122.8,0.9894736842105263,S6: ribosomal protein bS6
NC_004347,IOPOJEFP_03775,4078791,4079531,-,TIGR00186,4,244,5.3E-83,276.1,0.9958333333333333,"rRNA_methyl_3: RNA methyltransferase, TrmH family, group 3"
NC_004347,IOPOJEFP_03776,4079532,4081958,-,TIGR02063,19,725,4.5E-265,879.3,0.9971870604781997,RNase_R: ribonuclease R
NC_004347,IOPOJEFP_03778,4082763,4084058,-,TIGR00184,6,429,2.1E-191,634.3,0.9952941176470588,purA: adenylosuccinate synthase
NC_004347,IOPOJEFP_03781,4084834,4085262,-,TIGR01066,4,142,1.7E-64,213.8,0.9858156028368794,rplM_bact: ribosomal protein uL13
NC_004347,IOPOJEFP_03783,4087120,4088472,+,TIGR02037,39,448,7.9E-153,507.4,0.9953917050691244,degP_htrA_DO: peptidase Do
NC_004347,IOPOJEFP_03784,4088598,4089680,+,TIGR02038,7,357,9.5E-181,598.5,1.0,protease_degS: periplasmic serine peptidase DegS
NC_004347,IOPOJEFP_03789,4093450,4094709,-,TIGR01072,1,417,1.6E-181,601.5,1.0,murA: UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NC_004347,IOPOJEFP_03793,4095945,4096418,-,TIGR04430,4,151,8.9E-54,179.2,0.9863013698630136,OM_asym_MlaD: outer membrane lipid asymmetry maintenance protein MlaD
NC_004347,IOPOJEFP_03794,4096475,4097260,-,TIGR00056,6,259,4.3E-95,316.2,0.9692307692307692,TIGR00056: ABC transport permease subunit
NC_004347,IOPOJEFP_03796,4098655,4099632,+,TIGR00393,46,315,1.2E-110,367.3,1.0,"kpsF: sugar isomerase, KpsF/GutQ family"
NC_004347,IOPOJEFP_03797,4099632,4100183,+,TIGR01670,21,174,6.7E-57,189.7,1.0,"KdsC-phosphatas: 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family"
NC_004347,IOPOJEFP_03798,4100180,4100740,+,TIGR04409,6,183,6.0E-55,183.5,0.9888888888888889,LptC_YrbK: LPS export ABC transporter periplasmic protein LptC
NC_004347,IOPOJEFP_03799,4100727,4101278,+,TIGR03002,22,161,5.9E-43,144.1,0.9859154929577465,outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA
NC_004347,IOPOJEFP_03800,4101275,4102006,+,TIGR04406,5,243,3.9E-124,410.6,1.0,LPS_export_lptB: LPS export ABC transporter ATP-binding protein
NC_004347,IOPOJEFP_03801,4102113,4103588,+,TIGR02395,10,489,4.2E-157,521.6,0.9976958525345622,rpoN_sigma: RNA polymerase sigma-54 factor
NC_004347,IOPOJEFP_03802,4103617,4103904,+,TIGR00741,1,95,9.1E-32,107.6,0.9607843137254902,yfiA: ribosomal subunit interface protein
NC_004347,IOPOJEFP_03803,4103907,4104350,+,TIGR01419,3,145,1.6E-47,159.0,0.9793103448275862,nitro_reg_IIA: PTS IIA-like nitrogen-regulatory protein PtsN
NC_004347,IOPOJEFP_03805,4105188,4105463,+,TIGR01003,4,83,4.0E-23,79.2,0.975609756097561,"PTS_HPr_family: phosphocarrier, HPr family"
NC_004347,IOPOJEFP_03806,4105660,4107024,+,TIGR00400,21,452,4.6E-92,307.1,0.9644444444444444,mgtE: magnesium transporter
NC_004347,IOPOJEFP_03807,4107107,4107937,-,TIGR01256,40,174,6.3E-21,73.3,0.631336405529954,"modA: molybdate ABC transporter, periplasmic molybdate-binding protein"
NC_004347,IOPOJEFP_03815,4114652,4115572,+,TIGR00254,2,103,3.7E-11,41.0,0.6130952380952381,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_03816,4116214,4117614,-,TIGR03152,31,463,9.5E-222,734.4,0.9954648526077098,"cyto_c552_HCOOH: formate-dependent cytochrome c nitrite reductase, c552 subunit"
NC_004347,IOPOJEFP_03822,4123070,4124425,-,TIGR00656,1,449,5.6E-131,435.2,0.9975429975429976,"asp_kin_monofn: aspartate kinase, monofunctional class"
NC_004347,IOPOJEFP_03830,4135164,4135652,+,TIGR00645,1,161,2.8E-68,227.4,0.9640718562874252,HI0507: TIGR00645 family protein
NC_004347,IOPOJEFP_03834,4138693,4143801,-,TIGR00229,712,832,3.0E-8,31.8,0.9444444444444444,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_03846,4160092,4161399,-,TIGR01730,60,368,4.5E-63,211.1,0.9968944099378882,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_03857,4182430,4183146,-,TIGR00621,3,238,6.4E-58,193.7,0.9939759036144579,ssb: single-stranded DNA-binding protein
NC_004347,IOPOJEFP_03859,4185017,4187869,+,TIGR00630,3,925,0.0,1486.6,1.0,uvra: excinuclease ABC subunit A
NC_004347,IOPOJEFP_03867,4193904,4194512,-,TIGR01549,16,168,6.8E-12,44.0,0.9932885906040269,"HAD-SF-IA-v1: HAD hydrolase, family IA, variant 1"
NC_004347,IOPOJEFP_03870,4196813,4197922,+,TIGR01352,292,368,8.8E-11,40.0,0.9868421052631579,tonB_Cterm: TonB family C-terminal domain
NC_004347,IOPOJEFP_03880,4207716,4208609,-,TIGR00676,25,290,1.4E-101,337.4,0.9963636363636363,fadh2: methylenetetrahydrofolate reductase [NAD(P)H]
NC_004347,IOPOJEFP_03881,4208846,4211239,-,TIGR00657,7,431,1.6E-63,213.2,0.9796380090497737,asp_kinases: aspartate kinase
NC_004347,IOPOJEFP_03882,4211251,4212432,-,TIGR02080,10,389,7.9E-209,690.9,0.9973821989528796,O_succ_thio_ly: O-succinylhomoserine (thiol)-lyase
NC_004347,IOPOJEFP_03887,4215468,4217750,-,TIGR01409,4,28,3.1E-4,19.0,0.8620689655172413,TAT_signal_seq: Tat (twin-arginine translocation) pathway signal sequence
NC_004347,IOPOJEFP_03889,4219703,4220806,+,TIGR02735,2,366,9.7E-211,697.0,1.0,purC_vibrio: phosphoribosylaminoimidazole-succinocarboxamide synthase
NC_004347,IOPOJEFP_03893,4226202,4227647,+,TIGR01125,39,467,5.8E-177,587.0,0.9976851851851852,TIGR01125: ribosomal protein S12 methylthiotransferase RimO
NC_004347,IOPOJEFP_03909,4248137,4252309,-,TIGR02099,8,1278,0.0,1588.8,0.9992063492063492,TIGR02099: TIGR02099 family protein
NC_004347,IOPOJEFP_03910,4252309,4253817,-,TIGR00757,28,439,7.6E-166,550.1,0.9975903614457832,"RNaseEG: ribonuclease, Rne/Rng family"
NC_004347,IOPOJEFP_03911,4253951,4254535,-,TIGR00172,1,188,5.5E-58,193.5,0.9837837837837838,maf: septum formation protein Maf
NC_004347,IOPOJEFP_03912,4254538,4255026,-,TIGR03426,9,154,3.6E-40,135.4,0.987012987012987,shape_MreD: rod shape-determining protein MreD
NC_004347,IOPOJEFP_03913,4255026,4256093,-,TIGR00219,1,268,9.7E-70,232.9,0.9646643109540636,mreC: rod shape-determining protein MreC
NC_004347,IOPOJEFP_03914,4256138,4257187,-,TIGR00904,9,340,9.6E-166,548.8,0.9940119760479041,"mreB: cell shape determining protein, MreB/Mrl family"
NC_004347,IOPOJEFP_03917,4261741,4262589,-,TIGR02532,14,35,4.2E-6,24.4,0.9166666666666666,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_03918,4262589,4263155,-,TIGR02532,27,49,3.5E-6,24.6,0.9583333333333334,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_03919,4263145,4263618,-,TIGR02532,4,26,4.0E-5,21.3,0.9583333333333334,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_03920,4263803,4264318,-,TIGR02532,4,26,2.2E-8,31.6,0.9583333333333334,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_03921,4264404,4265021,-,TIGR02532,5,28,1.2E-7,29.3,1.0,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_03927,4270824,4272506,-,TIGR02519,255,536,3.9E-91,303.0,0.996551724137931,pilus_MshL: pilus (MSHA type) biogenesis protein MshL
NC_004347,IOPOJEFP_03934,4279076,4279312,-,TIGR00105,9,74,4.2E-35,117.7,0.9852941176470589,L31: ribosomal protein bL31
NC_004347,IOPOJEFP_03935,4279464,4280501,-,TIGR03505,271,338,2.8E-15,53.9,0.918918918918919,FimV_core: FimV N-terminal domain
NC_004347,IOPOJEFP_03936,4280604,4282817,+,TIGR00595,229,733,2.1E-177,588.7,0.9980353634577603,priA: primosomal protein N'
NC_004347,IOPOJEFP_03937,4282929,4284674,+,TIGR00456,5,581,2.0E-174,579.0,0.9929701230228472,argS: arginine--tRNA ligase
NC_004347,IOPOJEFP_03944,4289818,4290576,-,TIGR01718,4,251,7.4E-109,360.7,1.0,Uridine-psphlse: uridine phosphorylase
NC_004347,IOPOJEFP_03954,4301159,4302544,+,TIGR04315,22,446,7.6E-190,629.5,0.9954545454545455,"octaheme_Shew: octaheme c-type cytochrome, tetrathionate reductase family"
NC_004347,IOPOJEFP_03958,4308273,4309598,+,TIGR01843,26,441,8.7E-143,474.2,1.0,"type_I_hlyD: type I secretion membrane fusion protein, HlyD family"
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,240,319,3.5E-13,47.5,0.7575757575757576,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,331,434,4.8E-27,92.0,1.0,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,443,539,1.5E-34,116.1,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,549,645,1.2E-33,113.1,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,655,751,5.1E-33,111.2,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,761,859,9.8E-35,116.7,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,863,960,3.6E-18,63.6,1.0,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,964,1062,5.0E-35,117.6,1.0,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,1072,1169,3.8E-35,118.0,0.9797979797979798,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,1173,1270,1.2E-15,55.5,1.0,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,1280,1377,6.1E-32,107.7,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,1476,1573,4.2E-17,60.1,1.0,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,1584,1680,1.2E-31,106.8,0.9797979797979798,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,1684,1779,1.9E-16,58.1,0.9797979797979798,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,1791,1889,1.1E-35,119.8,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,1893,1989,1.5E-15,55.1,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,2001,2097,3.9E-31,105.1,0.9797979797979798,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,2101,2198,1.5E-17,61.5,1.0,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,2202,2299,1.5E-35,119.3,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,2313,2397,7.5E-24,81.8,0.8787878787878788,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,2400,2497,4.8E-15,53.5,1.0,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,2501,2597,3.2E-36,121.5,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,2601,2697,9.4E-18,62.2,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,2707,2798,1.4E-32,109.8,0.9191919191919192,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,2965,3061,3.7E-11,41.1,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,3066,3164,3.0E-38,128.0,1.0,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,3173,3254,2.4E-25,86.6,0.8282828282828283,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,3421,3517,2.6E-35,118.5,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,3521,3611,1.4E-13,48.8,0.9292929292929293,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,4006,4096,1.0E-29,100.6,0.9292929292929293,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,4271,4369,2.6E-34,115.3,1.0,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,4379,4475,4.3E-33,111.4,0.98989898989899,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,4480,4571,3.4E-10,38.0,0.9393939393939394,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03959,4309611,4324673,+,TIGR01965,4580,4660,6.0E-20,69.3,0.8282828282828283,VCBS_repeat: VCBS repeat
NC_004347,IOPOJEFP_03967,4333083,4333664,+,TIGR02532,8,30,9.1E-8,29.7,0.9583333333333334,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_03969,4335341,4335865,+,TIGR03692,2,172,1.6E-86,286.3,1.0,"ATP_dep_HslV: ATP-dependent protease HslVU, peptidase subunit"
NC_004347,IOPOJEFP_03970,4335884,4337206,+,TIGR00390,4,440,3.9E-216,716.1,1.0,"hslU: ATP-dependent protease HslVU, ATPase subunit"
NC_004347,IOPOJEFP_03993,4358321,4358782,+,TIGR00022,1,153,2.5E-33,113.0,0.9806451612903225,TIGR00022: YhcH/YjgK/YiaL family protein
NC_004347,IOPOJEFP_03997,4362386,4363426,-,TIGR00661,2,300,3.1E-68,228.4,0.9657320872274143,MJ1255: conserved hypothetical protein
NC_004347,IOPOJEFP_04000,4364891,4365376,+,TIGR02998,1,161,3.1E-84,278.9,1.0,RraA_entero: regulator of ribonuclease activity A
NC_004347,IOPOJEFP_04002,4366800,4367555,+,TIGR01934,25,250,5.5E-86,285.4,1.0,MenG_MenH_UbiE: ubiquinone/menaquinone biosynthesis methyltransferase
NC_004347,IOPOJEFP_04004,4368172,4369821,+,TIGR01982,7,445,6.0E-165,547.0,0.9954128440366973,UbiB: 2-polyprenylphenol 6-hydroxylase
NC_004347,IOPOJEFP_04005,4369881,4370147,+,TIGR01411,3,48,4.8E-21,72.1,0.9787234042553191,"tatAE: twin arginine-targeting protein translocase, TatA/E family"
NC_004347,IOPOJEFP_04006,4370154,4370603,+,TIGR01410,4,81,1.8E-28,96.9,0.975,tatB: twin arginine-targeting protein translocase TatB
NC_004347,IOPOJEFP_04007,4370607,4371356,+,TIGR00945,7,224,2.2E-75,251.3,1.0,tatC: twin arginine-targeting protein translocase TatC
NC_004347,IOPOJEFP_04010,4372714,4374591,+,TIGR00254,451,616,5.2E-51,170.6,0.9821428571428571,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_04018,4383086,4385812,-,TIGR00963,28,816,0.0,1131.2,0.9974587039390089,"secA: preprotein translocase, SecA subunit"
NC_004347,IOPOJEFP_04021,4387260,4388153,-,TIGR00325,2,290,7.0E-129,427.3,0.9629629629629629,lpxC: UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
NC_004347,IOPOJEFP_04022,4388360,4389547,-,TIGR00065,8,326,6.0E-135,448.1,0.9093484419263456,ftsZ: cell division protein FtsZ
NC_004347,IOPOJEFP_04023,4389575,4390810,-,TIGR01174,9,378,5.6E-153,507.3,1.0,ftsA: cell division protein FtsA
