id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn00974_c0	=	Cytosol_0	(Unknown and kb|g.220339.CDS.1878)	citrate hydro-lyase_c0		1.47		(1)  cpd00137[c0] <=> (1)  cpd00001[c0] + (1)  cpd00331[c0]	(1)  Citrate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  cis-Aconitate_c0[c0]	rxn00974	ACONTa	R01325	Citrate cycle (TCA cycle)|Glyoxylate and dicarboxylate metabolism|Carbon fixation pathways in prokaryotes	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Amino-Acid-Biosynthesis|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLUTAMINE-SYN|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|IND-AMINO-ACID-SYN|P105-PWY|P23-PWY|REDCITCYC|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn04070_c0	>	Cytosol_0	kb|g.220339.CDS.1533	pyridoxine 5'-phosphate synthase_c0	2.6.99.2	-22.13		(1)  cpd08289[c0] + (1)  cpd08449[c0] => (2)  cpd00001[c0] + (1)  cpd00009[c0] + (2)  cpd00067[c0] + (1)  cpd00478[c0]	(1)  1-deoxy-D-xylulose5-phosphate_c0[c0] + (1)  3-Amino-2-oxopropyl phosphate_c0[c0] => (2)  H2O_c0[c0] + (1)  Phosphate_c0[c0] + (2)  H+_c0[c0] + (1)  Pyridoxine phosphate_c0[c0]	rxn04070	PDX5PS2	R05838	Vitamin B6 metabolism	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn01646_c0	=	Cytosol_0	kb|g.220339.CDS.3883	N-Ribosylnicotinamide:orthophosphate ribosyltransferase_c0		-10.89		(1)  cpd00009[c0] + (1)  cpd02016[c0] <=> (1)  cpd00133[c0] + (1)  cpd00475[c0]	(1)  Phosphate_c0[c0] + (1)  N-Ribosylnicotinamide_c0[c0] <=> (1)  Nicotinamide_c0[c0] + (1)  Ribose 1-phosphate_c0[c0]	rxn01646	PNP	R02294	Nicotinate and nicotinamide metabolism	
rxn03004_c0	=	Cytosol_0	kb|g.220339.CDS.1154	10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide_c0		-20.98		(1)  cpd00201[c0] + (1)  cpd02394[c0] <=> (1)  cpd00067[c0] + (1)  cpd00087[c0] + (1)  cpd02678[c0]	(1)  10-Formyltetrahydrofolate_c0[c0] + (1)  GAR_c0[c0] <=> (1)  H+_c0[c0] + (1)  Tetrahydrofolate_c0[c0] + (1)  N-Formyl-GAR_c0[c0]	rxn03004	ADE8	R04325	Purine metabolism|One carbon pool by folate	AIR-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Vitamin-Biosynthesis
rxn02925_c0	=	Cytosol_0	(kb|g.220339.CDS.1388 or kb|g.220339.CDS.3330)	L-Alanine:3-oxopropanoate aminotransferase_c0		1		(1)  cpd00035[c0] + (1)  cpd00287[c0] <=> (1)  cpd00020[c0] + (1)  cpd02096[c0]	(1)  L-Alanine_c0[c0] + (1)  3-Oxo-2-methylpropanoate_c0[c0] <=> (1)  Pyruvate_c0[c0] + (1)  L-3-Amino-isobutyrate_c0[c0]	rxn02925		R04187	Valine, leucine and isoleucine degradation	
rxn10147_c0	>	Cytosol_0	(Unknown and kb|g.220339.CDS.719 and kb|g.220339.CDS.720 and kb|g.220339.CDS.721)	Cob(1)alamin transport via ABC system_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00635[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00635[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Cbl_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Cbl_c0[c0]	rxn10147	CBL1abc			
rxn05735_c0	>	Cytosol_0	(kb|g.220339.CDS.1238 or kb|g.220339.CDS.1237 or kb|g.220339.CDS.2006 or kb|g.220339.CDS.3749 or kb|g.220339.CDS.3653 or kb|g.220339.CDS.3017 or kb|g.220339.CDS.159 or kb|g.220339.CDS.1677 or kb|g.220339.CDS.147)	aldehyde dehydrogenase (aminoacetaldehyde, NAD)_c0		-9.803		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd04122[c0] => (1)  cpd00004[c0] + (1)  cpd00033[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Aminoacetaldehyde_c0[c0] => (1)  NADH_c0[c0] + (1)  Glycine_c0[c0] + (2)  H+_c0[c0]	rxn05735				
rxn12638_c0	>	Cytosol_0	(kb|g.220339.CDS.3661 or kb|g.220339.CDS.2906 or kb|g.220339.CDS.3864 or kb|g.220339.CDS.1424)	aminopeptidase_c0		-93.58		(1)  cpd00001[c0] + (1)  cpd11588[c0] => (1)  cpd00033[c0] + (1)  cpd00067[c0] + (1)  cpd00129[c0]	(1)  H2O_c0[c0] + (1)  gly-pro-L_c0[c0] => (1)  Glycine_c0[c0] + (1)  H+_c0[c0] + (1)  L-Proline_c0[c0]	rxn12638	MEAMP1(gly-pro-L)			
rxn12643_c0	>	Cytosol_0	(kb|g.220339.CDS.3661 or kb|g.220339.CDS.2906 or kb|g.220339.CDS.3864 or kb|g.220339.CDS.1424)	aminopeptidase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11583[c0] => (1)  cpd00035[c0] + (1)  cpd00107[c0]	(1)  H2O_c0[c0] + (1)  Ala-Leu_c0[c0] => (1)  L-Alanine_c0[c0] + (1)  L-Leucine_c0[c0]	rxn12643	MEAMP1(ala-leu)			
rxn10207_c0	>	Cytosol_0	(kb|g.220339.CDS.666 and kb|g.220339.CDS.2721)	isotetradecanoyl-glycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd00080[c0] + (1)  cpd11435[c0] => (1)  cpd00010[c0] + (1)  cpd15673[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  fa1coa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-isotetradecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10207				
rxn08558_c0	>	Cytosol_0	kb|g.220339.CDS.402	glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8)_c0		-16.55		(1)  cpd00080[c0] + (1)  cpd15352[c0] => (1)  cpd00095[c0] + (1)  cpd15353[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  2-Demethylmenaquinone 8_c0[c0] => (1)  Glycerone-phosphate_c0[c0] + (1)  2-Demethylmenaquinol 8_c0[c0]	rxn08558	G3PD7			Energy-Metabolism|OTHER-ENERGY
rxn02264_c0	=	Cytosol_0	kb|g.220339.CDS.139	Hydroxymethylbilane hydro-lyase(cyclizing)_c0				(1)  cpd00755[c0] <=> (1)  cpd00001[c0] + (1)  cpd00774[c0]	(1)  Hydroxymethylbilane_c0[c0] <=> (1)  H2O_c0[c0] + (1)  UroporphyrinogenIII_c0[c0]	rxn02264	HEM4	R03165	Porphyrin and chlorophyll metabolism	Biosynthesis|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|Porphyrin-Compounds-Biosynthesis|Tetrapyrrole-Biosynthesis
rxn01225_c0	>	Cytosol_0	(kb|g.220339.CDS.2388 or kb|g.220339.CDS.994)	Guanine aminohydrolase_c0		-8.88		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00207[c0] => (1)  cpd00013[c0] + (1)  cpd00309[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Guanine_c0[c0] => (1)  NH3_c0[c0] + (1)  XAN_c0[c0]	rxn01225	GUADr	R01676	Purine metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|Guanosine-Nucleotides-Degradation|NUCLEO-DEG|P164-PWY|P165-PWY|Purine-Degradation|Urate-Degradation
rxn09979_c0	=	Cytosol_0	kb|g.220339.CDS.3761	beta-glucosidase_c0		0.137		(1)  cpd00001[c0] + (1)  cpd15585[c0] <=> (1)  cpd00027[c0] + (1)  cpd00116[c0]	(1)  H2O_c0[c0] + (1)  beta-Methylglucoside_c0[c0] <=> (1)  D-Glucose_c0[c0] + (1)  Methanol_c0[c0]	rxn09979				
rxn03903_c0	=	Cytosol_0	(kb|g.220339.CDS.1398 or kb|g.220339.CDS.1397)	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-_c0		0		(1)  cpd00286[c0] + (1)  cpd02862[c0] <=> (1)  cpd00091[c0] + (1)  cpd02948[c0]	(1)  Undecaprenylphosphate_c0[c0] + (1)  UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) _c0[c0] <=> (1)  UMP_c0[c0] + (1)  MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) -diphospho- undecaprenol_c0[c0]	rxn03903	PAPPT2	R05629	Peptidoglycan biosynthesis	
rxn00985_c0	=	Cytosol_0	kb|g.220339.CDS.359	ATP:acetate phosphotransferase_c0		-6.9		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00141[c0] <=> (1)  cpd00008[c0] + (1)  cpd01844[c0]	(1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  Propionate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  Propionyl phosphate_c0[c0]	rxn00985	PPAK	R01353	Propanoate metabolism	Alcohol-Degradation|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THREOCAT-PWY|THREONINE-DEG
rxn00151_c0	=	Cytosol_0	kb|g.220339.CDS.2160	ATP:pyruvate,orthophosphate phosphotransferase_c0		-25.41		(1)  cpd00002[c0] + (1)  cpd00009[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0] <=> (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00061[c0]	(1)  ATP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] <=> (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0]	rxn00151	PPDK	R00206	Pyruvate metabolism|Carbon fixation in photosynthetic organisms	Amino-Acid-Biosynthesis|Biosynthesis|Energy-Metabolism|GLUTAMINE-SYN|IND-AMINO-ACID-SYN|Photosynthesis
rxn03897_c0	>	Cytosol_0	(kb|g.220339.CDS.3116 or kb|g.220339.CDS.3117)	benzoate 1,2-dioxygenase_c0		-71.68		(1)  cpd00004[c0] + (1)  cpd00007[c0] + (1)  cpd00067[c0] + (1)  cpd00153[c0] => (1)  cpd00003[c0] + (1)  cpd03762[c0]	(1)  NADH_c0[c0] + (1)  O2_c0[c0] + (1)  H+_c0[c0] + (1)  Benzoate_c0[c0] => (1)  NAD_c0[c0] + (1)  cis-1,2-dihydroxybenzoate_c0[c0]	rxn03897	BENA	R05621	Benzoate degradation	AROMATIC-COMPOUNDS-DEGRADATION|Benzoate-Degradation|Degradation|MANDELATE-DEG|TOLUENE-DEG
rxn00623_c0	=	Cytosol_0	(kb|g.220339.CDS.2418 and Unknown)	hydrogen-sulfide:NADP+ oxidoreductase_c0		37.79		(3)  cpd00001[c0] + (3)  cpd00006[c0] + (1)  cpd00239[c0] <=> (3)  cpd00005[c0] + (4)  cpd00067[c0] + (1)  cpd00081[c0]	(3)  H2O_c0[c0] + (3)  NADP_c0[c0] + (1)  H2S_c0[c0] <=> (3)  NADPH_c0[c0] + (4)  H+_c0[c0] + (1)  Sulfite_c0[c0]	rxn00623	ECM17	R00858	Sulfur metabolism	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|Noncarbon-Nutrients|SO4ASSIM-PWY|SULFATE-CYS-PWY|Sulfate-Reduction|Sulfur-Assimilation
rxn00452_c0	>	Cytosol_0	(kb|g.220339.CDS.1685 or kb|g.220339.CDS.1157 or kb|g.220339.CDS.1686)	S-Adenosyl-L-methionine:L-homocysteine S-methyltransferase_c0		-13.15		(1)  cpd00017[c0] + (1)  cpd00135[c0] => (1)  cpd00019[c0] + (1)  cpd00060[c0] + (1)  cpd00067[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  Homocysteine_c0[c0] => (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  L-Methionine_c0[c0] + (1)  H+_c0[c0]	rxn00452	HCYSMT	R00650	Cysteine and methionine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|METHIONINE-SYN
rxn05447_c0	>	Cytosol_0	(kb|g.220339.CDS.3402 or kb|g.220339.CDS.2309)	8-methyl-trans-non-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11556[c0] => (1)  cpd00003[c0] + (1)  cpd11557[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  8-methyl-trans-non-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  8-methyl-nonanoyl-ACP_c0[c0]	rxn05447				
rxn01750_c0	>	Cytosol_0	kb|g.220339.CDS.1470	CDPglucose 4,6-hydro-lyase_c0	4.2.1.45	-13.9		(1)  cpd00390[c0] => (1)  cpd00001[c0] + (1)  cpd00897[c0]	(1)  CDP-glucose_c0[c0] => (1)  H2O_c0[c0] + (1)  CDP-4-dehydro-6-deoxy-D-glucose_c0[c0]	rxn01750	CDPGHL	R02426	Amino sugar and nucleotide sugar metabolism	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|SUGAR-NUCLEOTIDES
rxn07432_c0	>	Cytosol_0	(kb|g.220339.CDS.1649 and kb|g.220339.CDS.1649)	rxn07432_c0		-6.87		(1)  cpd00056[c0] + (1)  cpd00067[c0] + (1)  cpd00200[c0] => (1)  cpd00011[c0] + (1)  cpd14698[c0]	(1)  TPP_c0[c0] + (1)  H+_c0[c0] + (1)  4MOP_c0[c0] => (1)  CO2_c0[c0] + (1)  3-Methyl-1-hydroxybutyl-TPP_c0[c0]	rxn07432		R07601	Valine, leucine and isoleucine degradation	
rxn08352_c0	>	Cytosol_0	kb|g.220339.CDS.1525	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)_c0		16.2		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd08615[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00202[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  DMAPP_c0[c0]	rxn08352	DMPPS	R08210	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn08306_c0	=	Cytosol_0	(kb|g.220339.CDS.2471 or kb|g.220339.CDS.2472)	CDP-diacylglycerol synthetase (n-C12:0)_c0		270.92		(1)  cpd00052[c0] + (1)  cpd15521[c0] <=> (1)  cpd00012[c0] + (1)  cpd15417[c0]	(1)  CTP_c0[c0] + (1)  1,2-didodecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  CDP-1,2-didodecanoylglycerol_c0[c0]	rxn08306	DASYN120			
rxn05535_c0	>	Cytosol_0	((kb|g.220339.CDS.1940 or kb|g.220339.CDS.1652 or kb|g.220339.CDS.197 or kb|g.220339.CDS.1651 or kb|g.220339.CDS.289) or kb|g.220339.CDS.351 or (kb|g.220339.CDS.181 or kb|g.220339.CDS.2844 or kb|g.220339.CDS.1929) or (kb|g.220339.CDS.1935 or kb|g.220339.CDS.350 or kb|g.220339.CDS.2490 or kb|g.220339.CDS.1938))	Dipeptide transport via ABC system (gly-met)_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11591[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11591[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Gly-Met_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Gly-Met_c0[c0]	rxn05535	DIPEPabc11			
rxn05360_c0	=	Cytosol_0	(kb|g.220339.CDS.1964 or kb|g.220339.CDS.4083 or kb|g.220339.CDS.1658 or kb|g.220339.CDS.3983 or kb|g.220339.CDS.2652 or kb|g.220339.CDS.565 or kb|g.220339.CDS.364 or kb|g.220339.CDS.294)	4-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11496[c0] <=> (1)  cpd00006[c0] + (1)  cpd11497[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-methyl-3-oxo-hexanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  4-methyl-3-hydroxy-hexanoyl-ACP_c0[c0]	rxn05360				
rxn03031_c0	<	Cytosol_0	kb|g.220339.CDS.1122	Succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate_c0	2.3.1.117	11.44		(1)  cpd00001[c0] + (1)  cpd00078[c0] + (1)  cpd02465[c0] <= (1)  cpd00010[c0] + (1)  cpd02724[c0]	(1)  H2O_c0[c0] + (1)  Succinyl-CoA_c0[c0] + (1)  tetrahydrodipicolinate_c0[c0] <= (1)  CoA_c0[c0] + (1)  N-Succinyl-L-2-amino-6-oxopimelate_c0[c0]	rxn03031	THDPS	R04365	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn00148_c0	=	Cytosol_0	kb|g.220339.CDS.3811	ATP:pyruvate O2-phosphotransferase_c0		-4.92		(1)  cpd00002[c0] + (1)  cpd00020[c0] <=> (1)  cpd00008[c0] + (1)  cpd00061[c0]	(1)  ATP_c0[c0] + (1)  Pyruvate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0]	rxn00148	CDC19	R00200	Glycolysis / Gluconeogenesis|Purine metabolism|Pyruvate metabolism|Carbon fixation in photosynthetic organisms	ANAEROBIC-RESPIRATION|ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|ANARESP1-PWY|Biosynthesis|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|NPGLUCAT-PWY|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|Respiration|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation
rxn08804_c0	=	Cytosol_0	(kb|g.220339.CDS.910 or kb|g.220339.CDS.38)	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)_c0		-331.84		(1)  cpd00001[c0] + (1)  cpd15314[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd03847[c0]	(1)  H2O_c0[c0] + (1)  1-Acyl-sn-glycero-3-phosphoethanolamine tetradecanoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  Myristic acid_c0[c0]	rxn08804	LPLIPAL1E140pp			
rxn00214_c0	=	Cytosol_0	(kb|g.220339.CDS.771 or kb|g.220339.CDS.277 or kb|g.220339.CDS.2656 or kb|g.220339.CDS.772)	UDPglucose 4-epimerase_c0		0		(1)  cpd00026[c0] <=> (1)  cpd00043[c0]	(1)  UDP-glucose_c0[c0] <=> (1)  UDP-galactose_c0[c0]	rxn00214	GAL10	R00291	Galactose metabolism|Amino sugar and nucleotide sugar metabolism	Activation-Inactivation-Interconversion|Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Degradation|GALACTOSE-DEGRADATION|Interconversion|SUGAR-NUCLEOTIDES|Sugars-And-Polysaccharides
rxn00874_c0	=	Cytosol_0	((kb|g.220339.CDS.2318 or kb|g.220339.CDS.871 or kb|g.220339.CDS.2013) or (kb|g.220339.CDS.2318 or kb|g.220339.CDS.871 or kb|g.220339.CDS.2013))	Acetyl-CoA:acetyl-CoA C-acetyltransferase_c0		7.06		(1)  cpd00022[c0] + (1)  cpd00120[c0] <=> (1)  cpd00010[c0] + (1)  cpd03123[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  Butyryl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (1)  3-Oxohexanoyl-CoA_c0[c0]	rxn00874	ACACT2r	R01177	Fatty acid elongation|Fatty acid degradation	Energy-Metabolism|Fermentation
rxn06600_c0	>	Cytosol_0	(kb|g.220339.CDS.1441 and kb|g.220339.CDS.1442)	S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate_c0		-2.29		(1)  cpd00087[c0] + (1)  cpd11830[c0] => (1)  cpd00013[c0] + (1)  cpd00125[c0] + (1)  cpd12225[c0]	(1)  Tetrahydrofolate_c0[c0] + (1)  S-Aminomethyldihydrolipoylprotein_c0[c0] => (1)  NH3_c0[c0] + (1)  5-10-Methylenetetrahydrofolate_c0[c0] + (1)  Dihydrolipolprotein_c0[c0]	rxn06600		R04125	Glycine, serine and threonine metabolism|One carbon pool by folate	
rxn05438_c0	>	Cytosol_0	(kb|g.220339.CDS.3402 or kb|g.220339.CDS.2309)	14-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11518[c0] => (1)  cpd00003[c0] + (1)  cpd11519[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  14-methyl-trans-hexa-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  14-methyl-hexa-decanoyl-ACP_c0[c0]	rxn05438				
rxn08085_c0	>	Cytosol_0	kb|g.220339.CDS.2032	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)_c0				(1)  cpd15294[c0] + (1)  cpd15330[c0] => (1)  cpd11493[c0] + (1)  cpd15523[c0]	(1)  Tetradecenoyl-ACP_c0[c0] + (1)  1-tetradec-7-enoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  ACP_c0[c0] + (1)  1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08085	AGPAT141			
rxn09109_c0	=	Cytosol_0	kb|g.220339.CDS.958	Phosphatidylglycerol synthase (n-C14:0)_c0		-16.7		(1)  cpd00080[c0] + (1)  cpd15423[c0] <=> (1)  cpd00046[c0] + (1)  cpd15543[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-ditetradecanoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Phosphatidylglycerophosphate ditetradecanoyl_c0[c0]	rxn09109	PGSA140			
rxn08839_c0	=	Cytosol_0	(kb|g.220339.CDS.910 or kb|g.220339.CDS.38)	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)_c0		-331.84		(1)  cpd00001[c0] + (1)  cpd15337[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd03847[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine tetradecanoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  Myristic acid_c0[c0]	rxn08839	LPLIPAL2E140			
rxn01352_c0	=	Cytosol_0	kb|g.220339.CDS.3617	dGTP triphosphohydrolase_c0				(1)  cpd00001[c0] + (1)  cpd00241[c0] <=> (1)  cpd00067[c0] + (1)  cpd00277[c0] + (1)  cpd00421[c0]	(1)  H2O_c0[c0] + (1)  dGTP_c0[c0] <=> (1)  H+_c0[c0] + (1)  Deoxyguanosine_c0[c0] + (1)  Triphosphate_c0[c0]	rxn01352	DGTPH	R01856	Purine metabolism	
rxn00022_c0	>	Cytosol_0	kb|g.220339.CDS.377	alpha-D-Glucoside glucohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd00179[c0] => (2)  cpd00027[c0]	(1)  H2O_c0[c0] + (1)  Maltose_c0[c0] => (2)  D-Glucose_c0[c0]	rxn00022		R00028	Starch and sucrose metabolism	
rxn05289_c0	=	Cytosol_0	(kb|g.220339.CDS.2950 or kb|g.220339.CDS.498)	TRDR_c0	1.6.4.5			(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11420[c0] <=> (1)  cpd00006[c0] + (1)  cpd11421[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  trdox_c0[c0] <=> (1)  NADP_c0[c0] + (1)  trdrd_c0[c0]	rxn05289	TRDR	R02016	Pyrimidine metabolism	
rxn02000_c0	=	Cytosol_0	(kb|g.220339.CDS.835 or kb|g.220339.CDS.1469)	dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase_c0		0		(1)  cpd00521[c0] <=> (1)  cpd00522[c0]	(1)  dTDP-4-oxo-6-deoxy-D-glucose_c0[c0] <=> (1)  dTDP-4-oxo-L-rhamnose_c0[c0]	rxn02000	TDPDRE	R06514	Streptomycin biosynthesis|Polyketide sugar unit biosynthesis	
rxn10228_c0	>	Cytosol_0	kb|g.220339.CDS.712	isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0		-15.04		(1)  cpd00054[c0] + (1)  cpd15685[c0] => (1)  cpd00046[c0] + (1)  cpd00067[c0] + (1)  cpd15691[c0]	(1)  L-Serine_c0[c0] + (1)  CDP-1,2-diisotetradecanoylglycerol_c0[c0] => (1)  CMP_c0[c0] + (1)  H+_c0[c0] + (1)  Diisotetradecanoylphosphatidylserine_c0[c0]	rxn10228				
