Contig,Feature,Feature Start in Contig,Feature End in Contig,Feature Direction in Contig,Domain Accession,Domain Start in Feature,Domain End in Feature,E-value,Bit Score,Domain Coverage,Domain Description
FW602_bin_15,HOFBHBDL_00871,755130,755378,+,PF00462.23,3,54,3.60E-11,43,0.85,Glutaredoxin
FW602_bin_15,HOFBHBDL_00872,755375,756037,+,PF00121.17,2,116,5.70E-07,29.1,0.489711934,Triosephosphate isomerase
FW602_bin_15,HOFBHBDL_00873,756053,756502,+,PF02502.17,3,142,9.30E-38,129.3,1,Ribose/Galactose Isomerase
FW602_bin_15,HOFBHBDL_00874,756504,757499,+,PF00162.18,7,209,1.60E-55,188.5,0.569920844,Phosphoglycerate kinase
FW602_bin_15,HOFBHBDL_00874,756504,757499,+,PF00162.18,233,318,6.90E-22,77.8,0.232189974,Phosphoglycerate kinase
FW602_bin_15,HOFBHBDL_00875,757516,758622,+,PF02800.19,172,329,4.90E-55,185.3,1,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain"
FW602_bin_15,HOFBHBDL_00876,758615,759103,+,PF00782.19,40,154,3.30E-22,78.6,0.887218045,"Dual specificity phosphatase, catalytic domain"
FW602_bin_15,HOFBHBDL_00877,759091,759729,+,PF00834.18,3,198,3.70E-41,140.6,1,Ribulose-phosphate 3 epimerase family
FW602_bin_15,HOFBHBDL_00878,759758,760387,+,PF03641.13,56,185,1.80E-15,57.1,0.992424242,Possible lysine decarboxylase
FW602_bin_15,HOFBHBDL_00879,760393,761235,+,PF00456.20,10,264,1.90E-60,204.5,0.796407186,"Transketolase, thiamine diphosphate binding domain"
FW602_bin_15,HOFBHBDL_00882,761930,762925,+,PF02779.23,20,183,1.20E-36,126,0.971910112,"Transketolase, pyrimidine binding domain"
FW602_bin_15,HOFBHBDL_00883,762926,763483,-,PF10648.8,56,125,1.70E-06,28.1,0.73255814,Immunoglobulin-like domain of bacterial spore germination
FW602_bin_15,HOFBHBDL_00886,764712,765689,+,PF00274.18,8,324,7.30E-122,406.4,0.928366762,Fructose-bisphosphate aldolase class-I
FW602_bin_15,HOFBHBDL_00887,765679,766707,+,PF00294.23,48,317,1.90E-40,138.9,0.937086093,pfkB family carbohydrate kinase
FW602_bin_15,HOFBHBDL_00888,766711,767694,+,PF02826.18,110,286,1.20E-63,213.6,0.994382022,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"
FW602_bin_15,HOFBHBDL_00889,767739,768800,+,PF13354.5,137,326,4.00E-38,131,0.99009901,Beta-lactamase enzyme family
FW602_bin_15,HOFBHBDL_00890,768801,771185,-,PF00912.21,178,353,1.80E-59,200,0.988764045,Transglycosylase
FW602_bin_15,HOFBHBDL_00891,771229,773463,-,PF00912.21,72,247,3.60E-62,208.9,0.988764045,Transglycosylase
FW602_bin_15,HOFBHBDL_00894,774689,775174,+,PF15935.4,35,126,1.60E-06,28,0.375545852,"RNase LS, bacterial toxin"
FW602_bin_15,HOFBHBDL_00895,775174,775827,+,PF02517.15,110,210,6.70E-15,55.2,0.956521739,CAAX protease self-immunity
FW602_bin_15,HOFBHBDL_00897,776725,777162,+,PF03477.15,49,133,1.10E-11,45.1,0.953488372,ATP cone domain
FW602_bin_15,HOFBHBDL_00898,777171,779660,+,PF02867.14,152,618,6.30E-145,483.6,1,"Ribonucleotide reductase, barrel domain"
FW602_bin_15,HOFBHBDL_00899,779688,780224,+,PF01923.17,3,161,1.60E-39,135.5,0.993902439,Cobalamin adenosyltransferase
FW602_bin_15,HOFBHBDL_00901,780562,782901,+,PF10412.8,371,712,1.60E-10,40.4,0.82642487,Type IV secretion-system coupling protein DNA-binding domain
FW602_bin_15,HOFBHBDL_00903,783145,784137,-,PF03417.15,104,290,2.70E-18,66.4,0.840707965,Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
FW602_bin_15,HOFBHBDL_00906,784485,785393,-,PF00589.21,129,287,1.10E-22,80.6,0.976744186,Phage integrase family
FW602_bin_15,HOFBHBDL_00907,785409,785786,+,PF04977.14,18,95,3.50E-12,45.8,0.9875,Septum formation initiator
FW602_bin_15,HOFBHBDL_00910,786302,787309,+,PF00579.24,3,286,1.70E-59,201.5,0.979522184,tRNA synthetases class I (W and Y)
FW602_bin_15,HOFBHBDL_00911,787317,787667,+,PF01588.19,14,112,1.10E-07,31.8,0.979166667,Putative tRNA binding domain
FW602_bin_15,HOFBHBDL_00912,787707,789563,+,PF01434.17,402,609,9.00E-68,228,0.995260664,Peptidase family M41
FW602_bin_15,HOFBHBDL_00913,789568,790473,+,PF02739.15,3,171,1.10E-51,174.8,1,"5'-3' exonuclease, N-terminal resolvase-like domain"
FW602_bin_15,HOFBHBDL_00915,790715,791839,+,PF00534.19,193,343,4.50E-28,97.9,0.918604651,Glycosyl transferases group 1
